ACC,Localization
WP_092058180.1,Cytoplasmic
WP_092058182.1,Cytoplasmic
WP_092058184.1,Cytoplasmic
WP_092058186.1,Cytoplasmic
WP_092058188.1,Cytoplasmic Membrane
WP_092058190.1,Cytoplasmic Membrane
WP_092058193.1,Cytoplasmic
WP_092058197.1,Cytoplasmic
WP_092058199.1,Cytoplasmic Membrane
WP_170232851.1,Outer Membrane
WP_170232852.1,Cytoplasmic
WP_170232853.1,Cytoplasmic Membrane
WP_170232854.1,Extracellular
WP_170232855.1,Cytoplasmic
WP_170232856.1,Outer Membrane
WP_170232858.1,Cytoplasmic Membrane
WP_170232859.1,Cytoplasmic
WP_170232860.1,Cytoplasmic
WP_170232861.1,Cytoplasmic
WP_170232862.1,Cytoplasmic
WP_170232863.1,Cytoplasmic
WP_170232864.1,Cytoplasmic
WP_170232865.1,Cytoplasmic Membrane
WP_170232866.1,Cytoplasmic Membrane
WP_170232867.1,Cytoplasmic
WP_170232868.1,Cytoplasmic
WP_170232869.1,Cytoplasmic
WP_170232870.1,Outer Membrane
WP_170232871.1,Cytoplasmic Membrane
WP_170232872.1,Outer Membrane
WP_170232873.1,Outer Membrane
WP_170232874.1,Cytoplasmic Membrane
WP_170232875.1,Cytoplasmic Membrane
WP_170232876.1,Cytoplasmic Membrane
WP_170232878.1,Cytoplasmic
WP_170232880.1,Cytoplasmic Membrane
WP_170232881.1,Periplasmic
WP_170232883.1,Cytoplasmic
WP_170232885.1,Outer Membrane
WP_170232886.1,Periplasmic
WP_170232888.1,Cytoplasmic
WP_170232890.1,Cytoplasmic
WP_170232891.1,Cytoplasmic
WP_170232892.1,Periplasmic
WP_170232893.1,Periplasmic
WP_170232895.1,Cytoplasmic
WP_170232896.1,Cytoplasmic
WP_170232897.1,Cytoplasmic Membrane
WP_170232898.1,Cytoplasmic
WP_170232899.1,Cytoplasmic
WP_170232900.1,Periplasmic
WP_170232901.1,Cytoplasmic Membrane
WP_170232902.1,Extracellular
WP_170232903.1,Cytoplasmic
WP_170232904.1,Cytoplasmic
WP_170232906.1,Cytoplasmic Membrane
WP_170232907.1,Cytoplasmic
WP_170232908.1,Cytoplasmic
WP_170232909.1,Cytoplasmic Membrane
WP_170232910.1,Cytoplasmic
WP_170232911.1,Cytoplasmic
WP_170232912.1,Outer Membrane
WP_170232913.1,Cytoplasmic
WP_170232914.1,Cytoplasmic Membrane
WP_170232915.1,Extracellular
WP_170232916.1,Cytoplasmic Membrane
WP_170232917.1,Cytoplasmic Membrane
WP_170232918.1,Outer Membrane
WP_170232919.1,Cytoplasmic Membrane
WP_170232921.1,Cytoplasmic
WP_170232924.1,Cytoplasmic
WP_170232925.1,Cytoplasmic
WP_170232926.1,Cytoplasmic
WP_170232928.1,Cytoplasmic Membrane
WP_170232929.1,Outer Membrane
WP_170232930.1,Periplasmic
WP_170232931.1,Cytoplasmic Membrane
WP_170232932.1,Extracellular
WP_170232933.1,Cytoplasmic
WP_170232934.1,Outer Membrane
WP_170232936.1,Periplasmic
WP_170232937.1,Periplasmic
WP_170232938.1,Cytoplasmic Membrane
WP_170232939.1,Outer Membrane
WP_170232940.1,Outer Membrane
WP_170232941.1,Cytoplasmic Membrane
WP_170232944.1,Cytoplasmic
WP_170232945.1,Cytoplasmic
WP_170232947.1,Cytoplasmic
WP_170232948.1,Cytoplasmic
WP_170232949.1,Cytoplasmic
WP_170232950.1,Cytoplasmic
WP_170232951.1,Cytoplasmic Membrane
WP_170232952.1,Cytoplasmic Membrane
WP_170232953.1,Periplasmic
WP_170232954.1,Cytoplasmic
WP_170232955.1,Cytoplasmic Membrane
WP_170232956.1,Cytoplasmic
WP_170232957.1,Cytoplasmic
WP_170232958.1,Cytoplasmic
WP_170232959.1,Cytoplasmic
WP_170232960.1,Cytoplasmic Membrane
WP_170232961.1,Cytoplasmic Membrane
WP_170232962.1,Periplasmic
WP_170232963.1,Cytoplasmic Membrane
WP_170232964.1,Cytoplasmic Membrane
WP_170232965.1,Cytoplasmic Membrane
WP_170232966.1,Cytoplasmic
WP_170232967.1,Cytoplasmic Membrane
WP_170232968.1,Periplasmic
WP_170232969.1,Cytoplasmic Membrane
WP_170232970.1,Cytoplasmic Membrane
WP_170232971.1,Cytoplasmic
WP_170232972.1,Cytoplasmic
WP_170232973.1,Cytoplasmic
WP_170232975.1,Cytoplasmic Membrane
WP_170232977.1,Cytoplasmic
WP_170232978.1,Extracellular
WP_170232979.1,Cytoplasmic Membrane
WP_170232980.1,Cytoplasmic Membrane
WP_170232981.1,Periplasmic
WP_170232982.1,Cytoplasmic
WP_170232983.1,Cytoplasmic
WP_170232984.1,Cytoplasmic
WP_170232985.1,Cytoplasmic Membrane
WP_170232986.1,Extracellular
WP_170232988.1,Cytoplasmic
WP_170232989.1,Cytoplasmic Membrane
WP_170232990.1,Cytoplasmic Membrane
WP_170232992.1,Cytoplasmic
WP_170232994.1,Cytoplasmic Membrane
WP_170232995.1,Cytoplasmic
WP_170232996.1,Cytoplasmic
WP_170232997.1,Cytoplasmic
WP_170232998.1,Cytoplasmic
WP_170232999.1,Periplasmic
WP_170233000.1,Cytoplasmic
WP_176374236.1,Cytoplasmic
WP_176374237.1,Cytoplasmic
WP_176374239.1,Cytoplasmic Membrane
WP_176374240.1,Cytoplasmic Membrane
WP_176374241.1,Cytoplasmic
WP_176374243.1,Cytoplasmic
WP_176374244.1,Cytoplasmic Membrane
WP_176374246.1,Cytoplasmic
WP_176374248.1,Cytoplasmic Membrane
WP_176374249.1,Cytoplasmic
WP_176374250.1,Cytoplasmic
WP_176374256.1,Cytoplasmic
WP_176374258.1,Cytoplasmic
WP_176374260.1,Cytoplasmic Membrane
WP_176374263.1,Cytoplasmic Membrane
WP_176374265.1,Cytoplasmic
WP_176374266.1,Cytoplasmic
WP_205747970.1,Cytoplasmic Membrane
WP_205747971.1,Cytoplasmic Membrane
WP_205747973.1,Cytoplasmic
WP_205747974.1,Cytoplasmic
WP_205747975.1,Cytoplasmic
WP_205747982.1,Cytoplasmic
WP_205747983.1,Extracellular
WP_205747987.1,Cytoplasmic
WP_205747988.1,Cytoplasmic
WP_205747989.1,Cytoplasmic
WP_205747990.1,Periplasmic
WP_205747991.1,Cytoplasmic
WP_205747992.1,Cytoplasmic
WP_205747993.1,Cytoplasmic Membrane
WP_205747994.1,Cytoplasmic Membrane
WP_205747995.1,Cytoplasmic Membrane
WP_205747996.1,Cytoplasmic Membrane
WP_205747997.1,Cytoplasmic
WP_205748003.1,Cytoplasmic
WP_205748004.1,Cytoplasmic
WP_205748005.1,Cytoplasmic Membrane
WP_205748006.1,Cytoplasmic Membrane
WP_205748009.1,Cytoplasmic Membrane
WP_205748010.1,Cytoplasmic
WP_205748011.1,Outer Membrane
WP_205748012.1,Cytoplasmic
WP_205748013.1,Cytoplasmic Membrane
WP_205748018.1,Outer Membrane
WP_205748019.1,Cytoplasmic
WP_205748020.1,Outer Membrane
WP_205748025.1,Outer Membrane
WP_205748026.1,Cytoplasmic Membrane
WP_205748033.1,Cytoplasmic
WP_205748034.1,Cytoplasmic
WP_205748035.1,Cytoplasmic Membrane
WP_205748036.1,Cytoplasmic
WP_205748038.1,Cytoplasmic
WP_205748039.1,Cytoplasmic
WP_205748040.1,Cytoplasmic
WP_205748041.1,Cytoplasmic Membrane
WP_205748042.1,Cytoplasmic
WP_205748043.1,Cytoplasmic
WP_205748048.1,Cytoplasmic Membrane
WP_205748049.1,Cytoplasmic Membrane
WP_205748050.1,Cytoplasmic
WP_205748051.1,Cytoplasmic Membrane
WP_205748052.1,Cytoplasmic Membrane
WP_205748053.1,Cytoplasmic
WP_205748054.1,Cytoplasmic
WP_205748055.1,Cytoplasmic
WP_205748056.1,Extracellular
WP_217882322.1,Cytoplasmic Membrane
WP_217882330.1,Cytoplasmic
WP_240746281.1,Cytoplasmic Membrane
WP_240746282.1,Cytoplasmic Membrane
WP_240746283.1,Cytoplasmic
WP_240746285.1,Cytoplasmic
WP_240746287.1,Cytoplasmic
WP_240746288.1,Periplasmic
WP_240746289.1,Periplasmic
WP_240746290.1,Cytoplasmic
WP_240746291.1,Cytoplasmic
WP_240746292.1,Cytoplasmic
WP_240746293.1,Cytoplasmic
WP_240746295.1,Cytoplasmic
WP_240746296.1,Cytoplasmic Membrane
WP_240746300.1,Cytoplasmic Membrane
WP_240746301.1,Cytoplasmic Membrane
WP_240746302.1,Cytoplasmic
WP_240746303.1,Cytoplasmic
WP_240746304.1,Cytoplasmic Membrane
WP_240746305.1,Cytoplasmic Membrane
WP_240746306.1,Cytoplasmic
WP_240746307.1,Cytoplasmic
WP_240746308.1,Cytoplasmic
WP_240746309.1,Cytoplasmic
WP_240746310.1,Cytoplasmic Membrane
WP_240746311.1,Cytoplasmic
WP_240746312.1,Cytoplasmic
WP_240746315.1,Cytoplasmic
WP_240746316.1,Cytoplasmic
WP_240746317.1,Cytoplasmic Membrane
WP_240746318.1,Cytoplasmic Membrane
WP_240746319.1,Cytoplasmic
WP_240746320.1,Cytoplasmic
WP_240746321.1,Cytoplasmic
WP_240746322.1,Cytoplasmic
WP_240746323.1,Cytoplasmic Membrane
WP_240746324.1,Cytoplasmic Membrane
WP_240746325.1,Cytoplasmic Membrane
WP_240746326.1,Cytoplasmic Membrane
WP_240746327.1,Cytoplasmic Membrane
WP_240746331.1,Cytoplasmic
WP_240746333.1,Cytoplasmic Membrane
WP_240746334.1,Cytoplasmic
WP_240746335.1,Cytoplasmic Membrane
WP_240746336.1,Cytoplasmic Membrane
WP_240746337.1,Cytoplasmic
WP_240746338.1,Cytoplasmic
WP_240746339.1,Cytoplasmic
WP_240746341.1,Cytoplasmic
WP_240746342.1,Cytoplasmic
WP_240746343.1,Cytoplasmic
WP_240746344.1,Periplasmic
WP_240746345.1,Cytoplasmic Membrane
WP_240746346.1,Cytoplasmic
WP_240746347.1,Cytoplasmic Membrane
WP_240746348.1,Cytoplasmic Membrane
WP_240746349.1,Periplasmic
WP_240746350.1,Cytoplasmic Membrane
WP_240746353.1,Cytoplasmic
WP_240746354.1,Cytoplasmic
WP_240746355.1,Cytoplasmic
WP_240746356.1,Cytoplasmic Membrane
WP_240746357.1,Cytoplasmic
WP_240746358.1,Periplasmic
WP_240746362.1,Cytoplasmic Membrane
WP_240746363.1,Cytoplasmic
WP_240746364.1,Cytoplasmic Membrane
WP_240746365.1,Cytoplasmic
WP_240746366.1,Cytoplasmic
WP_240746367.1,Cytoplasmic
WP_240746368.1,Cytoplasmic Membrane
WP_240746369.1,Cytoplasmic
WP_240746370.1,Cytoplasmic
WP_240746371.1,Cytoplasmic Membrane
WP_240746372.1,Outer Membrane
WP_240746373.1,Cytoplasmic
WP_240746374.1,Cytoplasmic
WP_240746375.1,Cytoplasmic
WP_240746376.1,Cytoplasmic Membrane
WP_240746377.1,Periplasmic
WP_240746378.1,Cytoplasmic Membrane
WP_240746379.1,Periplasmic
WP_240746380.1,Cytoplasmic Membrane
WP_240746384.1,Cytoplasmic
WP_240746385.1,Cytoplasmic Membrane
WP_240746386.1,Cytoplasmic Membrane
WP_240746388.1,Cytoplasmic Membrane
WP_240746390.1,Outer Membrane
WP_240746392.1,Cytoplasmic Membrane
WP_240746393.1,Cytoplasmic
WP_240746396.1,Cytoplasmic
WP_240746397.1,Cytoplasmic
WP_240746399.1,Cytoplasmic
WP_240746401.1,Cytoplasmic
WP_240746402.1,Cytoplasmic
WP_240746404.1,Cytoplasmic
WP_240746408.1,Cytoplasmic
WP_240746409.1,Cytoplasmic
WP_240746412.1,Cytoplasmic
WP_240746413.1,Cytoplasmic Membrane
WP_240746415.1,Cytoplasmic
WP_240746417.1,Cytoplasmic
WP_240746420.1,Cytoplasmic Membrane
WP_240746422.1,Cytoplasmic
WP_240746425.1,Cytoplasmic Membrane
WP_240746428.1,Cytoplasmic
WP_240746429.1,Extracellular
WP_240746430.1,Extracellular
WP_240746431.1,Extracellular
WP_240746432.1,Cytoplasmic
WP_240746434.1,Cytoplasmic Membrane
WP_240746435.1,Cytoplasmic
WP_240746436.1,Cytoplasmic
WP_240746440.1,Cytoplasmic
WP_240746441.1,Cytoplasmic Membrane
WP_240746442.1,Cytoplasmic
WP_240746443.1,Cytoplasmic
WP_240746444.1,Cytoplasmic
WP_248595822.1,Periplasmic
WP_254884770.1,Outer Membrane
WP_276609525.1,Cytoplasmic
WP_276609526.1,Cytoplasmic
WP_276609527.1,Cytoplasmic
WP_276609528.1,Cytoplasmic
WP_276609529.1,Cytoplasmic
WP_276609530.1,Cytoplasmic
WP_276609532.1,Cytoplasmic
WP_276609533.1,Cytoplasmic
WP_276609534.1,Cytoplasmic
WP_276609536.1,Cytoplasmic Membrane
WP_276609537.1,Cytoplasmic
WP_276609539.1,Cytoplasmic
WP_276609540.1,Cytoplasmic Membrane
WP_276609541.1,Cytoplasmic
WP_276609542.1,Cytoplasmic
WP_276609543.1,Cytoplasmic
WP_276609544.1,Cytoplasmic
WP_276609545.1,Cytoplasmic
WP_276609546.1,Cytoplasmic
WP_276609547.1,Cytoplasmic
WP_276609548.1,Cytoplasmic Membrane
WP_276609549.1,Cytoplasmic
WP_276609552.1,Cytoplasmic
WP_276609553.1,Cytoplasmic
WP_276609555.1,Cytoplasmic
WP_276609556.1,Cytoplasmic
WP_276609557.1,Cytoplasmic
WP_276609559.1,Cytoplasmic
WP_276609560.1,Cytoplasmic
WP_276609561.1,Cytoplasmic Membrane
WP_276609562.1,Cytoplasmic
WP_276609566.1,Cytoplasmic
WP_276609568.1,Cytoplasmic Membrane
WP_276609570.1,Cytoplasmic
WP_276609571.1,Cytoplasmic
WP_276609572.1,Cytoplasmic Membrane
WP_276609573.1,Cytoplasmic
WP_276609574.1,Cytoplasmic
WP_276609575.1,Outer Membrane
WP_276609577.1,Cytoplasmic
WP_276609578.1,Cytoplasmic
WP_276609579.1,Cytoplasmic
WP_276609580.1,Cytoplasmic
WP_276609581.1,Cytoplasmic
WP_276609582.1,Cytoplasmic
WP_276609584.1,Cytoplasmic
WP_276609585.1,Cytoplasmic
WP_276609586.1,Cytoplasmic
WP_276609587.1,Cytoplasmic Membrane
WP_276609588.1,Cytoplasmic
WP_276609589.1,Cytoplasmic
WP_276609591.1,Cytoplasmic
WP_276609592.1,Cytoplasmic
WP_276609593.1,Cytoplasmic Membrane
WP_276609594.1,Cytoplasmic
WP_276609595.1,Cytoplasmic
WP_276609596.1,Cytoplasmic
WP_276609597.1,Cytoplasmic
WP_092053502.1,Cytoplasmic Membrane
WP_092053505.1,Cytoplasmic Membrane
WP_092053509.1,Cytoplasmic
WP_092053511.1,Cytoplasmic
WP_092053514.1,Cytoplasmic
WP_092053517.1,Cytoplasmic
WP_092053519.1,Cytoplasmic
WP_092053522.1,Cytoplasmic
WP_092053526.1,Periplasmic
WP_092053531.1,Cytoplasmic
WP_092053533.1,Cytoplasmic Membrane
WP_092053536.1,Cytoplasmic Membrane
WP_092053538.1,Periplasmic
WP_092053541.1,Cytoplasmic Membrane
WP_092053544.1,Cytoplasmic Membrane
WP_092053546.1,Outer Membrane
WP_092053549.1,Cytoplasmic Membrane
WP_092053551.1,Cytoplasmic Membrane
WP_092053554.1,Cytoplasmic Membrane
WP_092053557.1,Cytoplasmic
WP_092053560.1,Cytoplasmic
WP_092053564.1,Cytoplasmic Membrane
WP_092053572.1,Cytoplasmic
WP_092053575.1,Cytoplasmic
WP_092053576.1,Cytoplasmic
WP_092053579.1,Cytoplasmic
WP_092053580.1,Cytoplasmic
WP_092053583.1,Cytoplasmic
WP_092053586.1,Cytoplasmic
WP_092053588.1,Cytoplasmic
WP_092053590.1,Cytoplasmic
WP_092053592.1,Cytoplasmic
WP_092053594.1,Cytoplasmic
WP_092053597.1,Cytoplasmic Membrane
WP_092053601.1,Cytoplasmic
WP_092053603.1,Cytoplasmic
WP_092053605.1,Cytoplasmic
WP_092053608.1,Cytoplasmic
WP_092053609.1,Cytoplasmic
WP_092053612.1,Cytoplasmic Membrane
WP_092053616.1,Periplasmic
WP_092053618.1,Outer Membrane
WP_092053620.1,Cytoplasmic
WP_092053622.1,Cytoplasmic
WP_092053624.1,Cytoplasmic Membrane
WP_092053627.1,Cytoplasmic Membrane
WP_092053630.1,Cytoplasmic Membrane
WP_092053632.1,Cytoplasmic
WP_092053635.1,Cytoplasmic Membrane
WP_092053637.1,Cytoplasmic Membrane
WP_092053643.1,Cytoplasmic
WP_092053645.1,Outer Membrane
WP_092053647.1,Cytoplasmic
WP_092053649.1,Cytoplasmic
WP_092053653.1,Cytoplasmic Membrane
WP_092053656.1,Cytoplasmic
WP_092053657.1,Cytoplasmic
WP_092053660.1,Cytoplasmic Membrane
WP_092053661.1,Outer Membrane
WP_092053664.1,Cytoplasmic
WP_092053665.1,Cytoplasmic
WP_092053668.1,Cytoplasmic
WP_092053669.1,Cytoplasmic
WP_092053672.1,Cytoplasmic
WP_092053673.1,Cytoplasmic
WP_092053676.1,Cytoplasmic
WP_092053678.1,Cytoplasmic
WP_092053680.1,Cytoplasmic
WP_092053689.1,Cytoplasmic Membrane
WP_092053691.1,Cytoplasmic Membrane
WP_092053694.1,Cytoplasmic
WP_092053696.1,Periplasmic
WP_092053704.1,Cytoplasmic Membrane
WP_092053706.1,Cytoplasmic
WP_092053708.1,Cytoplasmic Membrane
WP_092053711.1,Cytoplasmic Membrane
WP_092053712.1,Cytoplasmic Membrane
WP_092053715.1,Cytoplasmic
WP_092053719.1,Cytoplasmic
WP_092053722.1,Cytoplasmic
WP_092053727.1,Cytoplasmic
WP_092053729.1,Cytoplasmic Membrane
WP_092053731.1,Cytoplasmic
WP_092053733.1,Cytoplasmic
WP_092053735.1,Periplasmic
WP_092053738.1,Cytoplasmic Membrane
WP_092053740.1,Cytoplasmic
WP_092053743.1,Cytoplasmic Membrane
WP_092053746.1,Cytoplasmic Membrane
WP_092053748.1,Cytoplasmic
WP_092053751.1,Periplasmic
WP_092053753.1,Cytoplasmic Membrane
WP_092053756.1,Cytoplasmic Membrane
WP_092053757.1,Cytoplasmic
WP_092053759.1,Cytoplasmic
WP_092053761.1,Cytoplasmic Membrane
WP_092053763.1,Cytoplasmic
WP_092053765.1,Cytoplasmic
WP_092053768.1,Cytoplasmic
WP_092053771.1,Cytoplasmic
WP_092053775.1,Periplasmic
WP_092053780.1,Cytoplasmic
WP_092053783.1,Cytoplasmic
WP_092053785.1,Cytoplasmic
WP_092053788.1,Cytoplasmic
WP_092053791.1,Cytoplasmic
WP_092053793.1,Cytoplasmic
WP_092053795.1,Cytoplasmic
WP_092053798.1,Cytoplasmic
WP_092053803.1,Cytoplasmic
WP_092053811.1,Outer Membrane
WP_092053814.1,Cytoplasmic
WP_092053816.1,Cytoplasmic
WP_092053819.1,Cytoplasmic
WP_092053821.1,Cytoplasmic
WP_092053823.1,Cytoplasmic
WP_092053825.1,Cytoplasmic
WP_092053827.1,Cytoplasmic
WP_092053830.1,Cytoplasmic Membrane
WP_092053832.1,Cytoplasmic
WP_092053834.1,Cytoplasmic
WP_092053837.1,Periplasmic
WP_092053839.1,Cytoplasmic
WP_092053842.1,Cytoplasmic
WP_092053844.1,Cytoplasmic
WP_092053848.1,Cytoplasmic
WP_092053850.1,Cytoplasmic
WP_092053853.1,Cytoplasmic
WP_092053855.1,Cytoplasmic
WP_092053857.1,Cytoplasmic
WP_092053860.1,Cytoplasmic
WP_092053862.1,Cytoplasmic
WP_092053864.1,Cytoplasmic
WP_092053866.1,Cytoplasmic
WP_092053869.1,Cytoplasmic
WP_092053871.1,Cytoplasmic
WP_092053874.1,Cytoplasmic
WP_092053876.1,Cytoplasmic
WP_092053879.1,Cytoplasmic
WP_092053882.1,Cytoplasmic
WP_092053885.1,Cytoplasmic
WP_092053887.1,Cytoplasmic
WP_092053889.1,Cytoplasmic
WP_092053891.1,Cytoplasmic Membrane
WP_092053893.1,Cytoplasmic
WP_092053895.1,Cytoplasmic
WP_092053898.1,Cytoplasmic
WP_092053899.1,Cytoplasmic
WP_092053902.1,Cytoplasmic Membrane
WP_092053905.1,Cytoplasmic Membrane
WP_092053907.1,Cytoplasmic Membrane
WP_092053910.1,Cytoplasmic
WP_092053913.1,Cytoplasmic
WP_092053915.1,Cytoplasmic
WP_092053918.1,Cytoplasmic Membrane
WP_092053920.1,Cytoplasmic Membrane
WP_092053922.1,Periplasmic
WP_092053926.1,Cytoplasmic
WP_092053934.1,Cytoplasmic Membrane
WP_092053936.1,Cytoplasmic
WP_092053938.1,Cytoplasmic
WP_092053940.1,Cytoplasmic
WP_092053943.1,Cytoplasmic Membrane
WP_092053946.1,Cytoplasmic
WP_092053948.1,Cytoplasmic
WP_092053951.1,Cytoplasmic
WP_092053953.1,Cytoplasmic
WP_092053955.1,Cytoplasmic
WP_092053958.1,Cytoplasmic
WP_092053960.1,Cytoplasmic
WP_092053962.1,Cytoplasmic
WP_092053964.1,Cytoplasmic
WP_092053966.1,Cytoplasmic
WP_092053968.1,Cytoplasmic
WP_092053971.1,Cytoplasmic Membrane
WP_092053973.1,Cytoplasmic Membrane
WP_092053975.1,Cytoplasmic Membrane
WP_092053978.1,Cytoplasmic
WP_092053982.1,Cytoplasmic
WP_092053983.1,Cytoplasmic Membrane
WP_092053986.1,Cytoplasmic
WP_092053987.1,Cytoplasmic Membrane
WP_092053991.1,Cytoplasmic
WP_092053994.1,Cytoplasmic
WP_092053995.1,Cytoplasmic
WP_092053998.1,Cytoplasmic
WP_092054000.1,Cytoplasmic
WP_092054007.1,Cytoplasmic
WP_092054010.1,Cytoplasmic
WP_092054012.1,Cytoplasmic
WP_092054015.1,Cytoplasmic Membrane
WP_092054017.1,Cytoplasmic
WP_092054020.1,Cytoplasmic
WP_092054024.1,Cytoplasmic Membrane
WP_092054027.1,Cytoplasmic
WP_092054029.1,Cytoplasmic
WP_092054031.1,Cytoplasmic
WP_092054035.1,Cytoplasmic
WP_092054037.1,Periplasmic
WP_092054039.1,Cytoplasmic
WP_092054044.1,Periplasmic
WP_092054047.1,Cytoplasmic
WP_092054049.1,Cytoplasmic
WP_092054051.1,Cytoplasmic
WP_092054057.1,Cytoplasmic
WP_092054059.1,Cytoplasmic
WP_092054065.1,Cytoplasmic
WP_092054068.1,Cytoplasmic
WP_092054071.1,Periplasmic
WP_092054073.1,Cytoplasmic
WP_092054076.1,Cytoplasmic
WP_092054079.1,Cytoplasmic
WP_092054081.1,Cytoplasmic
WP_092054084.1,Cytoplasmic
WP_092054087.1,Cytoplasmic
WP_092054090.1,Outer Membrane
WP_092054092.1,Cytoplasmic
WP_092054095.1,Cytoplasmic
WP_092054098.1,Cytoplasmic Membrane
WP_092054100.1,Outer Membrane
WP_092054103.1,Cytoplasmic
WP_092054106.1,Cytoplasmic
WP_092054108.1,Cytoplasmic
WP_092054110.1,Outer Membrane
WP_092054112.1,Cytoplasmic
WP_092054115.1,Cytoplasmic
WP_092054117.1,Outer Membrane
WP_092054120.1,Cytoplasmic
WP_092054123.1,Outer Membrane
WP_092054125.1,Cytoplasmic
WP_092054128.1,Outer Membrane
WP_092054133.1,Outer Membrane
WP_092054135.1,Cytoplasmic
WP_092054138.1,Outer Membrane
WP_092054141.1,Outer Membrane
WP_092054143.1,Outer Membrane
WP_092054146.1,Outer Membrane
WP_092054148.1,Cytoplasmic
WP_092054151.1,Cytoplasmic
WP_092054154.1,Cytoplasmic
WP_092054157.1,Outer Membrane
WP_092054160.1,Cytoplasmic
WP_092054162.1,Cytoplasmic
WP_092054165.1,Cytoplasmic
WP_092054167.1,Cytoplasmic
WP_092054170.1,Outer Membrane
WP_092054173.1,Outer Membrane
WP_092054175.1,Outer Membrane
WP_092054177.1,Cytoplasmic
WP_092054179.1,Cytoplasmic Membrane
WP_092054182.1,Cytoplasmic
WP_092054183.1,Cytoplasmic
WP_092054186.1,Cytoplasmic
WP_092054188.1,Cytoplasmic
WP_092054190.1,Cytoplasmic
WP_092054192.1,Cytoplasmic
WP_092054196.1,Cytoplasmic
WP_092054201.1,Extracellular
WP_092054204.1,Periplasmic
WP_092054206.1,Cytoplasmic
WP_092054209.1,Outer Membrane
WP_092054211.1,Cytoplasmic
WP_092054214.1,Cytoplasmic Membrane
WP_092054217.1,Cytoplasmic
WP_092054218.1,Cytoplasmic
WP_092054221.1,Cytoplasmic
WP_092054222.1,Cytoplasmic Membrane
WP_092054225.1,Cytoplasmic Membrane
WP_092054226.1,Cytoplasmic Membrane
WP_092054229.1,Cytoplasmic
WP_092054230.1,Periplasmic
WP_092054233.1,Cytoplasmic
WP_092054237.1,Cytoplasmic
WP_092054241.1,Cytoplasmic
WP_092054244.1,Cytoplasmic
WP_092054248.1,Cytoplasmic
WP_092054250.1,Cytoplasmic
WP_092054251.1,Cytoplasmic
WP_092054253.1,Cytoplasmic
WP_092054257.1,Cytoplasmic Membrane
WP_092054259.1,Cytoplasmic
WP_092054261.1,Cytoplasmic
WP_092054264.1,Cytoplasmic
WP_092054266.1,Cytoplasmic
WP_092054268.1,Cytoplasmic Membrane
WP_092054270.1,Cytoplasmic
WP_092054272.1,Cytoplasmic Membrane
WP_092054274.1,Cytoplasmic
WP_092054276.1,Cytoplasmic Membrane
WP_092054280.1,Cytoplasmic
WP_092054284.1,Cytoplasmic Membrane
WP_092054287.1,Cytoplasmic
WP_092054289.1,Cytoplasmic
WP_092054295.1,Cytoplasmic
WP_092054297.1,Cytoplasmic
WP_092054300.1,Cytoplasmic
WP_092054302.1,Cytoplasmic
WP_092054304.1,Cytoplasmic Membrane
WP_092054307.1,Outer Membrane
WP_092054309.1,Cytoplasmic
WP_092054312.1,Cytoplasmic
WP_092054314.1,Cytoplasmic
WP_092054316.1,Cytoplasmic
WP_092054318.1,Cytoplasmic
WP_092054320.1,Cytoplasmic
WP_092054323.1,Outer Membrane
WP_092054325.1,Cytoplasmic Membrane
WP_092054327.1,Cytoplasmic
WP_092054330.1,Cytoplasmic Membrane
WP_092054345.1,Cytoplasmic
WP_092054348.1,Cytoplasmic
WP_092054351.1,Cytoplasmic Membrane
WP_092054353.1,Cytoplasmic
WP_092054356.1,Cytoplasmic
WP_092054358.1,Cytoplasmic
WP_092054360.1,Cytoplasmic Membrane
WP_092054363.1,Periplasmic
WP_092054369.1,Cytoplasmic Membrane
WP_092054371.1,Cytoplasmic Membrane
WP_092054373.1,Cytoplasmic
WP_092054375.1,Cytoplasmic Membrane
WP_092054377.1,Extracellular
WP_092054379.1,Cytoplasmic Membrane
WP_092054388.1,Cytoplasmic
WP_092054390.1,Cytoplasmic
WP_092054392.1,Cytoplasmic
WP_092054394.1,Cytoplasmic
WP_092054396.1,Cytoplasmic
WP_092054398.1,Cytoplasmic
WP_092054401.1,Outer Membrane
WP_092054404.1,Cytoplasmic Membrane
WP_092054406.1,Cytoplasmic
WP_092054408.1,Extracellular
WP_092054410.1,Cytoplasmic
WP_092054412.1,Cytoplasmic
WP_092054414.1,Cytoplasmic
WP_092054416.1,Cytoplasmic
WP_092054418.1,Cytoplasmic
WP_092054421.1,Cytoplasmic
WP_092054425.1,Cytoplasmic Membrane
WP_092054428.1,Cytoplasmic
WP_092054430.1,Periplasmic
WP_092054433.1,Cytoplasmic Membrane
WP_092054436.1,Cytoplasmic Membrane
WP_092054439.1,Cytoplasmic Membrane
WP_092054441.1,Cytoplasmic Membrane
WP_092054444.1,Extracellular
WP_092054447.1,Cytoplasmic
WP_092054450.1,Cytoplasmic
WP_092054453.1,Cytoplasmic
WP_092054455.1,Cytoplasmic
WP_092054458.1,Cytoplasmic
WP_092054460.1,Cytoplasmic Membrane
WP_092054463.1,Cytoplasmic
WP_092054466.1,Cytoplasmic
WP_092054469.1,Cytoplasmic
WP_092054472.1,Cytoplasmic
WP_092054475.1,Cytoplasmic
WP_092054477.1,Cytoplasmic
WP_092054480.1,Cytoplasmic
